mmsi,latitude,longitude,sog,cog,true_heading,rate_of_turn,navigation_status,updated,source_name,classb_flag,ship_name,imo,callsign,length,width,draught,destination,type_and_cargo,eta
265786280,57.35586,11.9601,0.0,360.0,511.0,0.0,15,2026-06-02 12:00:02.000000,MSSIS,False,,0,SF3536,0.0,0.0,0.0,,37,none
367731920,46.914295,-124.457085,0.6,178.4,130.0,0.0,15,2026-06-02 12:00:02.000000,MSSIS,False,,0,WDI7756,0.0,0.0,0.0,,30,none
368453010,30.670912,-81.46626,0.0,349.3,511.0,0.0,15,2026-06-02 12:00:02.000000,MSSIS,False,,0,WDQ7454,0.0,0.0,0.0,,37,none
338411915,30.402815,-87.2135,0.0,101.9,66.0,0.0,15,2026-06-02 12:00:02.000000,MSSIS,False,,0,,0.0,0.0,0.0,,37,none
235070426,51.229588,2.9241467,102.3,360.0,8.0,0.0,15,2026-06-02 12:00:02.000000,MSSIS,False,SWEETSMILE,0,,0.0,0.0,0.0,,0,none
338526672,38.9489,-74.90839,0.0,360.0,511.0,0.0,15,2026-06-02 12:00:02.000000,MSSIS,False,,0,,0.0,0.0,0.0,,37,none
219001362,55.711227,12.626872,0.1,135.6,333.0,0.0,0,2026-06-02 12:00:03.000000,MSSIS,False,JETTE SAJ,9019016,OUVS,0.0,0.0,3.0,DKCPH,38,none
211662900,55.26097,9.730614,0.0,338.5,511.0,0.0,15,2026-06-02 12:00:03.000000,MSSIS,False,,0,DG6370,0.0,0.0,0.0,,36,none
205482390,51.246296,4.3791366,0.1,360.0,511.0,-731.3865,0,2026-06-02 12:00:03.000000,MSSIS,False,MAC 6,0,OT4823,0.0,0.0,1.0,,90,none
211748350,36.541695,-4.6162,0.0,360.0,511.0,0.0,15,2026-06-02 12:00:03.000000,MSSIS,False,,0,DHHQ2,0.0,0.0,0.0,,37,none
244750739,51.5441,3.9507217,10.8,303.1,309.0,720.00323,7,2026-06-02 12:00:03.000000,MSSIS,False,YE24 SARAHMAURITS,0,PI 3682,0.0,0.0,1.0,FISHING GROUNDS,30,none
211489640,51.2419,4.4486566,0.0,48.0,339.0,0.0,5,2026-06-02 12:00:03.000000,MSSIS,False,STELLA,0,DC4885,0.0,0.0,0.0,,20,none
265625770,59.33927,18.140781,0.0,218.2,235.0,0.0,5,2026-06-02 12:00:03.000000,MSSIS,False,LANGBJORN,0,SDFK,0.0,0.0,1.8,LOUDDEN,89,none
338467777,38.676514,-77.251915,0.0,360.0,511.0,0.0,15,2026-06-02 12:00:03.000000,MSSIS,False,SALTY BREEZE,0,,0.0,0.0,0.0,,0,none
563279900,36.3936,-2.4548616,10.0,260.8,260.0,0.0,0,2026-06-02 12:00:03.000000,MSSIS,False,SEASPAN EMISSARY,9407158,9VMT9,0.0,0.0,13.5,MAPTM,71,none
338302941,39.37753,-74.42684,0.1,153.9,511.0,0.0,15,2026-06-02 12:00:03.000000,MSSIS,False,,0,,0.0,0.0,0.0,,37,none
503638700,-26.691853,153.12056,0.0,209.1,511.0,0.0,15,2026-06-02 12:00:03.000000,MSSIS,False,KESHI,0,,0.0,0.0,0.0,,0,none
338087117,33.74714,-118.21563,0.1,296.6,511.0,0.0,15,2026-06-02 12:00:03.000000,MSSIS,False,,0,,0.0,0.0,0.0,,37,none
338184024,33.9754,-118.45262,0.0,320.9,511.0,0.0,15,2026-06-02 12:00:03.000000,MSSIS,False,HUCKLEBERRY,0,,0.0,0.0,0.0,,0,none
257307220,65.47364,12.207077,0.0,0.0,511.0,0.0,15,2026-06-02 12:00:03.000000,MSSIS,False,,0,LM 5850,0.0,0.0,0.0,,30,none
338412656,37.8414,-122.31205,0.0,360.0,511.0,0.0,15,2026-06-02 12:00:03.000000,MSSIS,False,,0,,0.0,0.0,0.0,,36,none
211473820,52.069397,5.09041,0.0,360.0,511.0,-731.3865,5,2026-06-02 12:00:03.000000,MSSIS,False,EILTANK 231,5501570,DC3723,0.0,0.0,1.5,GODORF,80,none
367408230,40.680996,-74.012375,0.0,360.0,511.0,0.0,15,2026-06-02 12:00:03.000000,MSSIS,False,CLIPPER CITY,0,,0.0,0.0,0.0,,0,none
257037300,61.1765,6.8601117,0.0,175.7,121.0,0.0,0,2026-06-02 12:00:03.000000,MSSIS,False,RS UNI SOGNEFJORD,0,LF6140,0.0,0.0,0.0,,51,none
369273000,32.181503,-80.729,0.0,312.9,511.0,0.0,15,2026-06-02 12:00:03.000000,MSSIS,False,,0,WDQ4842,0.0,0.0,0.0,,36,none
240603600,37.28317,25.262337,4.8,3.9,511.0,0.0,15,2026-06-02 12:00:03.000000,MSSIS,False,SEVENTH HEAVEN,0,,0.0,0.0,0.0,,0,none
211786100,54.241337,13.907487,0.0,171.4,105.0,0.0,5,2026-06-02 12:00:03.000000,MSSIS,False,BERTHOLD BEITZ,0,DBAE,0.0,0.0,1.5,SAR IN OPERATION,51,none
567002568,7.833832,98.41039,0.1,0.0,511.0,0.0,15,2026-06-02 12:00:03.000000,MSSIS,False,,0,HSB5720,0.0,0.0,0.0,,60,none
247485900,38.211147,15.562458,0.0,330.6,250.0,0.0,0,2026-06-02 12:00:03.000000,MSSIS,False,PIETRO MONDELLO,9977206,IBBH,0.0,0.0,4.2,ITMSNITVSG,60,none
319211900,37.87221,20.75998,0.1,360.0,511.0,0.0,15,2026-06-02 12:00:03.000000,MSSIS,False,TT AILY,0,,0.0,0.0,0.0,,0,none
218012740,37.39534,25.256325,0.2,10.3,511.0,0.0,15,2026-06-02 12:00:03.000000,MSSIS,False,SAMEERA 2,0,,0.0,0.0,0.0,,0,none
258446000,65.91491,12.08697,0.0,243.4,156.0,0.0,0,2026-06-02 12:00:03.000000,MSSIS,False,TORVAAG,6904935,LAJB,0.0,0.0,3.0,CALL CH 16,72,none
503188270,-17.604292,146.12395,0.4,302.4,511.0,0.0,15,2026-06-02 12:00:02.000000,MSSIS,False,,0,FERAL,0.0,0.0,0.0,,36,none
368421040,47.795223,-122.49655,0.0,275.8,130.0,0.0,15,2026-06-02 12:00:03.000000,MSSIS,False,,0,WDQ3922,0.0,0.0,0.0,,37,none
212433000,1.256675,104.12142,11.3,80.5,80.0,0.0,0,2026-06-02 12:00:03.000000,MSSIS,False,NORDLEOPARD,9626261,5BEM4,0.0,0.0,8.9,PHSFS,71,none
338185308,32.13866,-80.812126,1.4,280.3,511.0,0.0,15,2026-06-02 12:00:03.000000,MSSIS,False,BORN TO BE WEIL,0,,0.0,0.0,0.0,,0,none
215496000,39.104523,9.0587435,0.0,32.3,334.0,0.0,1,2026-06-02 12:00:03.000000,MSSIS,False,MT MED BLUE JAY,9544346,9HA5142,0.0,0.0,6.5,ITPFX,89,none
316035336,54.312977,-130.26448,0.2,72.3,511.0,0.0,15,2026-06-02 12:00:03.000000,MSSIS,False,ON THE HOOK,0,,0.0,0.0,0.0,,0,none
538007482,48.477234,-127.16344,14.9,92.0,90.0,1.1160072,0,2026-06-02 12:00:03.000000,MSSIS,False,HYUNDAI FORWARD,9330707,V7PX2,0.0,0.0,13.2,CAVAN,70,none
316038703,47.112762,-60.63265,5.1,315.0,511.0,0.0,15,2026-06-02 12:00:03.000000,MSSIS,False,,0,,0.0,0.0,0.0,,30,none
316051108,54.02722,-128.61095,0.0,283.5,511.0,0.0,15,2026-06-02 12:00:03.000000,MSSIS,False,,0,,0.0,0.0,0.0,,37,none
563314800,1.2787184,103.95335,0.1,275.0,220.0,-1.1160072,5,2026-06-02 12:00:03.000000,MSSIS,False,EM SHARLOTTE,1072672,9VBA6,0.0,0.0,7.4,SGPAEBC,80,none
316050858,49.153408,-125.89949,0.0,349.7,511.0,0.0,15,2026-06-02 12:00:03.000000,MSSIS,False,AMY LOUISE,0,,0.0,0.0,0.0,,0,none
319290100,43.563847,7.07897,0.0,360.0,511.0,0.0,15,2026-06-02 12:00:03.000000,MSSIS,False,SHARKY,0,,0.0,0.0,0.0,,0,none
251139640,64.10437,-13.98196,1.6,217.7,511.0,-731.3865,7,2026-06-02 12:00:03.000000,MSSIS,False,SERA ARNI,0,2394,0.0,0.0,0.0,SANDGERDI,99,none
316057274,47.556126,-52.711178,0.0,360.0,511.0,0.0,15,2026-06-02 12:00:03.000000,MSSIS,False,,0,,0.0,0.0,0.0,,52,none
601045000,-33.901638,18.42517,0.0,323.8,318.0,0.0,5,2026-06-02 12:00:03.000000,MSSIS,False,ALGOA,7410369,ZR4311,0.0,0.0,5.6,CAPE TOWN,30,none
228255260,43.410965,3.73557,0.0,360.0,107.0,0.0,15,2026-06-02 12:00:03.000000,MSSIS,False,,0,FAL4936,0.0,0.0,0.0,,36,none
477652800,19.942465,65.24651,3.8,59.0,329.0,-720.00323,0,2026-06-02 12:00:03.000000,MSSIS,False,SEA AMBITION,9407043,VRMK3,0.0,0.0,6.2,CHINESE CREW ONBOARD,82,none
255806319,38.064983,-11.855469,12.3,194.9,195.0,0.7142446,0,2026-06-02 12:00:03.000000,MSSIS,False,MONTE SERANTES,9841615,CQAZ5,0.0,0.0,17.1,SGSIN,80,none
228209630,43.07855,5.92503,0.0,360.0,511.0,0.0,15,2026-06-02 12:00:03.000000,MSSIS,False,,0,FAK8014,0.0,0.0,0.0,,36,none
257987000,60.39898,5.316807,0.0,321.9,321.0,0.0,5,2026-06-02 12:00:03.000000,MSSIS,False,KV HOPEN,9911707,LBNC,0.0,0.0,6.0,COASTGUARD,55,none
367616040,27.824602,-97.44656,0.0,134.9,511.0,0.0,5,2026-06-02 12:00:03.000000,MSSIS,False,LEISA GAIL STRAFUSS,1243633,WDH4277,0.0,0.0,3.1,HOUSTON,52,none
367353090,37.91285,-122.3646,0.1,186.0,174.0,0.0,5,2026-06-02 12:00:03.000000,MSSIS,False,SUNSHINE STATE,9408114,WDE4432,0.0,0.0,10.9,SAN FRANCISCO CA,80,none
211471880,54.293297,9.676111,0.0,212.8,511.0,-731.3865,5,2026-06-02 12:00:03.000000,MSSIS,False,TMS ANTONIA,0,DJ2869,0.0,0.0,1.5,BRUNSBUTTEL OH,89,none
211484420,51.888176,4.317868,0.0,360.0,511.0,-731.3865,5,2026-06-02 12:00:03.000000,MSSIS,False,AEGIR,0,DD8245,0.0,0.0,1.4,ROTTERDAM GEULHAVEN,80,none
525101904,-2.3670366,104.79887,0.0,80.4,280.0,-1.1160072,8,2026-06-02 12:00:03.000000,MSSIS,False,GARDA MARITIM 5,9910818,YDZW2,0.0,0.0,0.0,,66,none
244790265,52.40094,4.88913,0.0,360.0,511.0,-731.3865,5,2026-06-02 12:00:03.000000,MSSIS,False,MAHUM880,0,PC9635,0.0,0.0,2.0,AMSTERDAM,0,none
461000376,23.68975,58.18262,0.0,41.6,511.0,-731.3865,0,2026-06-02 12:00:03.000000,MSSIS,False,GOOFI4,0,A4DY8,0.0,0.0,0.0,,30,none
248009000,43.52397,6.946942,0.0,153.1,307.0,0.0,5,2026-06-02 12:00:03.000000,MSSIS,False,ORIXA,9937505,ZGQO6,0.0,0.0,2.7,MANDELIEU,37,none
244620981,51.870792,6.0443516,2.0,332.4,511.0,-731.3865,0,2026-06-02 12:00:03.000000,MSSIS,False,VAGARI,3160382,PE9644,0.0,0.0,2.7,DEN HAAG,79,none
319065800,37.960773,23.566555,0.0,358.7,1.0,0.0,5,2026-06-02 12:00:03.000000,MSSIS,False,BELONGERS,9740677,ZGEA8,0.0,0.0,2.6,ATHENS,37,none
503185050,-19.250572,146.833,0.0,225.0,199.0,0.0,0,2026-06-02 12:00:02.000000,MSSIS,False,ENGAGE COWBOY,1048578,VNZ3705,0.0,0.0,5.7,TOWNSVILLEAUSTRALIA,52,none
667001430,22.725351,120.15707,0.1,50.8,511.0,-731.3865,0,2026-06-02 12:00:02.000000,MSSIS,False,DIANA,9120437,9LU2233,0.0,0.0,4.2,KAOHSIUNG,81,none
636018561,9.525138,-79.86819,0.7,237.5,121.0,-6.4282017,0,2026-06-02 12:00:02.000000,MSSIS,False,MSC HUSUM III,9326835,A8IM8,0.0,0.0,7.6,PACTB,79,none
264163582,45.470016,28.205341,0.1,189.4,511.0,-731.3865,15,2026-06-02 12:00:02.000000,MSSIS,False,SEA RIVER 4,0,YP3582,0.0,0.0,2.0,GIURGIULESTI,0,none
366623050,50.35193,-125.52504,3.3,121.3,115.0,-720.00323,11,2026-06-02 12:00:03.000000,MSSIS,False,KIRSTEN H,0,WY7979,0.0,0.0,3.0,SEATTLEWA,32,none
538003758,18.053576,-65.83549,0.0,20.6,68.0,0.0,5,2026-06-02 12:00:03.000000,MSSIS,False,ALPINE LINK,9478614,V7SZ7,0.0,0.0,10.8,PR YAB,89,none
316266000,47.630455,-54.038143,11.1,170.5,168.0,720.00323,8,2026-06-02 12:00:03.000000,MSSIS,False,PLACENTIA PRIDE,9175298,VCWB,0.0,0.0,5.9,PLACENTIA BAY,52,none
229000069,52.05848,-128.06544,0.0,76.2,192.0,1.1160072,15,2026-06-02 12:00:03.000000,MSSIS,False,DIABLESSE,0,9HB5778,0.0,0.0,6.6,,0,none
265768850,55.42546,13.8174,0.0,360.0,511.0,-731.3865,15,2026-06-02 12:00:03.000000,MSSIS,False,RESCUE SPARB SKANE,0,7SA2761,0.0,0.0,0.9,SWEDISH SAR VESSEL,51,none
219002416,56.1537,10.217238,0.0,72.5,217.0,0.0,0,2026-06-02 12:00:03.000000,MSSIS,False,AROS,9259238,OURY2,0.0,0.0,4.5,TOWING IN AARHUS,52,none
265610870,56.65119,12.844767,0.0,336.9,356.0,0.0,0,2026-06-02 12:00:03.000000,MSSIS,False,RESCUE HANS LAURIN,0,7SA2372,0.0,0.0,1.0,SWEDISH SAR VESSEL,51,none
372934000,54.340466,-132.39209,15.1,272.0,272.0,0.0,0,2026-06-02 12:00:03.000000,MSSIS,False,COSCO BOSTON,9335173,3ELF2,0.0,0.0,9.9,CNSHA,72,none
219009101,56.412926,10.922394,0.0,167.4,263.0,0.0,5,2026-06-02 12:00:03.000000,MSSIS,False,SLEIPNER R,9173771,OVUS2,0.0,0.0,1.8,GRENAA DK,90,none
265714490,59.316647,13.466784,0.0,360.0,511.0,-731.3865,0,2026-06-02 12:00:03.000000,MSSIS,False,RESCUE CACCI,0,7SA2573,0.0,0.0,0.0,SWEDISH SAR VESSEL,51,none
228073600,43.113796,5.9089484,0.0,284.6,173.0,0.0,5,2026-06-02 12:00:03.000000,MSSIS,False,VN REBEL,8304828,FIXP,0.0,0.0,6.5,TOULON,52,none
366876000,41.814045,-82.47851,8.0,113.1,109.0,0.0,12,2026-06-02 12:00:03.000000,MSSIS,False,CAPE HENRY,9865439,WDK4595,0.0,0.0,6.6,US NYC,57,none
227145700,47.79345,-4.2798066,0.0,232.4,511.0,-731.3865,0,2026-06-02 12:00:03.000000,MSSIS,False,FV BARA LODENN,0,FPFS,0.0,0.0,0.0,LE GUILVIL,30,none
636015567,46.180214,-128.55003,10.5,269.0,270.0,0.0,0,2026-06-02 12:00:03.000000,MSSIS,False,KYRA ZAFIRA,9590175,D5BN9,0.0,0.0,12.7,KR PUS,70,none
636018204,45.57535,-73.50928,0.0,247.3,215.0,0.0,5,2026-06-02 12:00:04.000000,MSSIS,False,MSC GIADA III,9232773,A8HE4,0.0,0.0,10.2,CAMTR,70,none
256003646,43.52371,6.9467435,0.0,311.6,305.0,0.0,5,2026-06-02 12:00:04.000000,MSSIS,False,SEAFLOWER,9950387,9HB9647,0.0,0.0,2.2,MANDELIEU,37,none
235054628,43.003506,6.2011366,0.0,145.4,290.0,0.0,0,2026-06-02 12:00:04.000000,MSSIS,False,BLUE BIRD OF 1938,8993320,MENX6,0.0,0.0,3.2,ST TROPEZ,37,none
265737840,59.439583,18.225634,0.0,209.8,76.0,0.0,0,2026-06-02 12:00:04.000000,MSSIS,False,GNARLY,0,SFD2222,0.0,0.0,1.2,CH 16 FOR INFO,38,none
219015531,55.64303,12.648978,0.0,0.0,511.0,0.0,15,2026-06-02 12:00:04.000000,MSSIS,False,LEAN,0,,0.0,0.0,0.0,,0,none
316051681,43.85187,-78.935196,0.0,360.0,511.0,0.0,15,2026-06-02 12:00:04.000000,MSSIS,False,,0,,0.0,0.0,0.0,,37,none
319173200,43.169884,5.609,0.0,40.9,41.0,0.0,5,2026-06-02 12:00:04.000000,MSSIS,False,ARROW,9834583,ZGKI4,0.0,0.0,3.8,FRLA CIOT,37,none
372828000,33.15843,128.19026,7.6,51.4,53.0,0.0,0,2026-06-02 12:00:04.000000,MSSIS,False,GLORIOUS PEONY,9311139,3EKU2,0.0,0.0,10.0,JP HHE,70,none
264900332,44.157326,28.657288,0.0,282.3,511.0,-731.3865,3,2026-06-02 12:00:04.000000,MSSIS,False,BSV FRANTA,8919178,YQPX,0.0,0.0,5.6,ROCND,52,none
257084040,69.0217,15.126137,0.0,60.0,168.0,0.0,7,2026-06-02 12:00:04.000000,MSSIS,False,GUNNAR JARL,8650344,LLGI,0.0,0.0,4.2,CH16,30,none
368251040,41.67627,-70.62324,0.0,146.3,100.0,0.0,15,2026-06-02 12:00:04.000000,MSSIS,False,,0,WDM9260,0.0,0.0,0.0,,37,none
235087121,57.143147,-2.0875933,0.0,19.9,102.0,0.0,5,2026-06-02 12:00:04.000000,MSSIS,False,HILDASAY,9119426,2EPP6,0.0,0.0,5.3,ABERDEEN,70,none
224013350,43.127518,-9.182402,0.0,265.0,511.0,-731.3865,5,2026-06-02 12:00:04.000000,MSSIS,False,SALVAMAR ALTAIR,0,EA5025,0.0,0.0,1.0,CAMARINAS,51,none
366850380,41.63381,-70.918465,0.0,360.0,511.0,0.0,15,2026-06-02 12:00:04.000000,MSSIS,False,,0,WDA8074,0.0,0.0,0.0,,30,none
219002823,56.056072,11.564577,7.5,260.7,262.0,720.00323,7,2026-06-02 12:00:04.000000,MSSIS,False,KUTTER OSCAR,0,XP4220,0.0,0.0,0.0,HANSTHO,30,none
620398000,25.729494,56.55212,0.0,302.2,136.0,0.0,0,2026-06-02 12:00:04.000000,MSSIS,False,MARLIM,9013749,D6I07,0.0,0.0,11.5,KFK ANCHORAGE C,80,none
205521200,43.369823,6.902305,6.5,43.7,511.0,0.0,15,2026-06-02 12:00:04.000000,MSSIS,False,,0,OS5212,0.0,0.0,0.0,,37,none
230138510,57.48823,17.589588,7.1,64.5,511.0,0.0,15,2026-06-02 12:00:04.000000,MSSIS,False,AMANDA,0,,0.0,0.0,0.0,,0,none
247364370,43.783096,7.520255,0.0,360.0,511.0,0.0,15,2026-06-02 12:00:04.000000,MSSIS,False,,0,,0.0,0.0,0.0,,36,none
228106050,43.338295,-3.0163283,0.0,122.8,511.0,0.0,15,2026-06-02 12:00:04.000000,MSSIS,False,,0,FAJ4983,0.0,0.0,0.0,,36,none
211352990,56.66004,16.36261,0.0,360.0,511.0,0.0,15,2026-06-02 12:00:04.000000,MSSIS,False,,0,DD7030,0.0,0.0,0.0,,36,none
263402890,42.193073,-9.384724,3.1,175.0,168.0,0.0,7,2026-06-02 12:00:04.000000,MSSIS,False,ASTER,0,CURM9,0.0,0.0,4.5,VIGO,30,none
265041210,28.859856,-13.826393,0.2,360.0,511.0,0.0,15,2026-06-02 12:00:04.000000,MSSIS,False,,0,SG4436,0.0,0.0,0.0,,36,none
224061430,43.32864,-2.2069633,9.0,140.1,138.0,0.0,0,2026-06-02 12:00:04.000000,MSSIS,False,FV BERRIZ AVE MARIA,8744858,EBYM,0.0,0.0,0.0,GETARIA,30,none
319011000,39.814487,2.7051916,0.0,9.0,290.0,0.0,1,2026-06-02 12:00:04.000000,MSSIS,False,,0,ZCII7,0.0,0.0,0.0,,37,none
205665570,39.548176,2.59838,0.0,360.0,511.0,0.0,15,2026-06-02 12:00:04.000000,MSSIS,False,,0,OQ6655,0.0,0.0,0.0,,37,none
311000766,36.484245,-8.219232,11.2,284.1,285.0,0.0,0,2026-06-02 12:00:04.000000,MSSIS,False,LANCING,9792046,C6DR9,0.0,0.0,11.8,DZAZWNLRTM,80,none
224531660,36.39456,-6.2075515,0.0,184.1,511.0,0.0,15,2026-06-02 12:00:04.000000,MSSIS,False,PANOA,0,,0.0,0.0,0.0,,0,none
245323000,53.103104,8.764335,0.0,91.1,324.0,0.0,5,2026-06-02 12:00:04.000000,MSSIS,False,RLO MERCHANT,9305350,PDFM,0.0,0.0,5.0,DEBRV,80,none
255913560,38.692657,-9.41689,0.0,360.0,511.0,0.0,15,2026-06-02 12:00:04.000000,MSSIS,False,KATERINA XL,0,,0.0,0.0,0.0,,0,none
367645970,41.32304,-88.98148,0.0,306.0,294.0,0.0,12,2026-06-02 12:00:04.000000,MSSIS,False,ROBERT ANTHONY,0,WDH7216,0.0,0.0,3.4,US061A0WUV,57,none
366987550,57.739185,-135.13295,0.1,262.1,256.0,0.0,1,2026-06-02 12:00:04.000000,MSSIS,False,ALASKAN EAGLE,0,,0.0,0.0,2.5,TENAKEE,19,none
249756000,43.218735,6.6706066,0.0,213.4,511.0,-731.3865,1,2026-06-02 12:00:04.000000,MSSIS,False,ARISTARCHOS1,8591574,9HC3015,0.0,0.0,4.8,STTROPEZ,36,none
257253900,62.6677,6.3597,0.0,348.4,511.0,-731.3865,0,2026-06-02 12:00:04.000000,MSSIS,False,LUN,0,LK5653,0.0,0.0,0.0,ROGNE,70,none
228209700,46.46396,-2.3935134,9.5,270.9,511.0,-731.3865,0,2026-06-02 12:00:04.000000,MSSIS,False,FV ARUNDEL,0,FMDJ,0.0,0.0,0.0,LES SABLES,30,none
211560430,39.559174,2.62724,0.0,360.0,511.0,0.0,15,2026-06-02 12:00:04.000000,MSSIS,False,COCO,0,,0.0,0.0,0.0,,0,none
257434000,-38.888824,142.88051,1.2,160.4,332.0,0.0,0,2026-06-02 12:00:04.000000,MSSIS,False,SEA1 EMERALD,9417701,LFAG3,0.0,0.0,7.3,AUPTJ,52,none
338096862,41.274563,-72.46882,0.0,0.0,511.0,0.0,15,2026-06-02 12:00:04.000000,MSSIS,False,BUSTERS TOY 3,0,,0.0,0.0,0.0,,0,none
316006077,47.74432,-64.698135,0.0,360.0,511.0,-731.3865,0,2026-06-02 12:00:04.000000,MSSIS,False,,0,,0.0,0.0,0.0,,30,none
211203490,53.542747,9.978802,0.0,360.0,511.0,-731.3865,0,2026-06-02 12:00:04.000000,MSSIS,False,HAFEN  HAMBURG,0,DQLF,0.0,0.0,1.3,HAMBURG,0,none
366983090,35.024197,-76.69697,0.0,171.4,511.0,0.0,15,2026-06-02 12:00:04.000000,MSSIS,False,,0,WDB9803,0.0,0.0,0.0,,30,none
224314280,38.864758,1.3167133,0.0,360.0,511.0,0.0,15,2026-06-02 12:00:04.000000,MSSIS,False,,0,,0.0,0.0,0.0,,36,none
367347420,41.63861,-70.9157,0.0,360.0,136.0,0.0,15,2026-06-02 12:00:04.000000,MSSIS,False,MISS CROCKETT,0,,0.0,0.0,0.0,,0,none
368061780,18.285105,-65.63387,0.1,360.0,511.0,0.0,15,2026-06-02 12:00:04.000000,MSSIS,False,,0,WDK5107,0.0,0.0,0.0,,60,none
258104360,59.78266,10.499657,0.0,360.0,511.0,0.0,15,2026-06-02 12:00:04.000000,MSSIS,False,,0,LI4383,0.0,0.0,0.0,,36,none
257455120,70.6646,23.688519,0.0,219.5,511.0,0.0,15,2026-06-02 12:00:04.000000,MSSIS,False,HARDRAADE,0,,0.0,0.0,0.0,,0,none
316007638,54.294075,-130.35493,0.7,360.0,511.0,0.0,15,2026-06-02 12:00:04.000000,MSSIS,False,,0,,0.0,0.0,0.0,,30,none
538009363,46.058006,-73.113075,0.0,217.2,249.0,0.0,1,2026-06-02 12:00:04.000000,MSSIS,False,STONE I,9380582,V7HX5,0.0,0.0,10.6,CA SOR,80,none
244020891,52.702545,5.298795,0.1,89.6,511.0,0.0,15,2026-06-02 12:00:04.000000,MSSIS,False,KNRMCORRIE DIJKSTRA,0,,0.0,0.0,0.0,,0,none
368196340,37.210896,-88.44699,0.0,360.0,511.0,0.0,15,2026-06-02 12:00:04.000000,MSSIS,False,,0,WDM3331,0.0,0.0,0.0,,53,none
338250099,40.71248,-73.23878,0.0,309.3,511.0,0.0,15,2026-06-02 12:00:04.000000,MSSIS,False,PIRATE PARTY,0,,0.0,0.0,0.0,,0,none
244710124,52.37499,4.9048767,0.0,0.0,511.0,-731.3865,1,2026-06-02 12:00:04.000000,MSSIS,False,RISICO,0,PF2690,0.0,0.0,0.2,AMSTERDM,37,none
512007971,-41.25002,174.90219,0.0,360.0,511.0,0.0,15,2026-06-02 12:00:04.000000,MSSIS,False,,0,ZMU7286,0.0,0.0,0.0,,30,none
770576265,-34.573483,-58.383327,0.1,340.6,305.0,-731.3865,0,2026-06-02 12:00:04.000000,MSSIS,False,AUDAX II,6801028,CXIE,0.0,0.0,3.0,ZONACOMUN,52,none
338517915,41.21179,-73.05072,0.0,360.0,511.0,0.0,15,2026-06-02 12:00:04.000000,MSSIS,False,,0,,0.0,0.0,0.0,,37,none
316039606,49.186005,-123.13862,0.0,360.0,511.0,0.0,15,2026-06-02 12:00:04.000000,MSSIS,False,,0,NW,0.0,0.0,0.0,,37,none
316004661,49.18659,-123.31067,8.6,357.1,356.0,0.0,0,2026-06-02 12:00:04.000000,MSSIS,False,MV OCEAN WARLOCK,0,,0.0,0.0,5.0,LEHIGH,31,none
503043660,-27.5275,153.2845,0.0,293.9,511.0,0.0,15,2026-06-02 12:00:03.000000,MSSIS,False,,0,41030Q,0.0,0.0,0.0,,60,none
368166060,31.158121,-81.49973,0.0,360.0,511.0,0.0,15,2026-06-02 12:00:04.000000,MSSIS,False,AQUAFABA,0,,0.0,0.0,0.0,,0,none
244690250,51.841267,4.6596017,0.2,360.0,511.0,-731.3865,0,2026-06-02 12:00:04.000000,MSSIS,False,NEVADA,0,PF7826,0.0,0.0,0.0,,79,none
525801469,-10.0887,123.44452,8.0,293.2,511.0,-731.3865,0,2026-06-02 12:00:04.000000,MSSIS,False,KM LUCKY STAR 1,1068396,YDOG3,0.0,0.0,5.3,SURABAYA,70,none
636025638,31.259642,32.35462,8.6,194.0,194.0,0.0,0,2026-06-02 12:00:04.000000,MSSIS,False,ELYSARIA,9312860,5LYK8,0.0,0.0,0.0,SINGAPORE,80,none
367704410,29.933407,-89.99718,0.0,334.5,304.0,0.0,12,2026-06-02 12:00:04.000000,MSSIS,False,CAPT JIMMY WARREN,0,WDI5025,0.0,0.0,2.9,NOLA,0,none
244130927,51.94067,4.8538632,0.0,360.0,89.0,0.0,0,2026-06-02 12:00:04.000000,MSSIS,False,ZILVERSTAD,0,PE7445,0.0,0.0,0.0,SCHOONHOVENGELKENE,69,none
367095450,34.536766,-86.54576,0.0,238.7,173.0,0.0,12,2026-06-02 12:00:04.000000,MSSIS,False,DANNY ETHERIDGE,0,WDC8945,0.0,0.0,3.2,US0PN70AQ5,32,none
368083770,45.64337,-122.752785,0.0,360.0,511.0,-731.3865,0,2026-06-02 12:00:04.000000,MSSIS,False,SUPPORT,0,WDK7370,0.0,0.0,3.1,HARBOROPPS,31,none
273278260,54.449963,11.857897,11.4,275.9,275.0,0.0,4,2026-06-02 12:00:04.000000,MSSIS,False,ZODIAK,9513139,UAWE2,0.0,0.0,15.0,RU PRIEG PSD,89,none
316058519,49.663967,-123.254074,0.1,16.3,2.0,0.0,5,2026-06-02 12:00:04.000000,MSSIS,False,BRIDGE CAT 450,9694892,CFA4746,0.0,0.0,1.5,WOODFIBRENORTH ARM,69,none
244670393,52.93874,5.688805,5.6,183.2,511.0,-731.3865,0,2026-06-02 12:00:04.000000,MSSIS,False,LA PRIMAVERA,0,PD3625,0.0,0.0,0.2,NIEUWE MAAS KM 1012,79,none
367144820,29.546274,-90.700424,0.1,360.0,511.0,-731.3865,5,2026-06-02 12:00:04.000000,MSSIS,False,CROSBY MOON,0,WDD4447,0.0,0.0,0.0,,31,none
